Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
LSM8_MOUSE,    2.060409,  0.000000,  6.778625, 1,   1.000000,    6.550806, 37425216.000000
LSR_MOUSE,   15.956126, 15.520851, 16.391401, 2,   2.000000,    0.217638, 2634718208.000000
LSS_MOUSE,    0.347124,  0.068846,  0.625402, 3,   3.000000,    0.139139, 8952425472.000000
LTMD1_MOUSE,    0.552703,  0.283487,  0.821919, 2,   2.000000,    0.134608, 107375600.000000
LUM_MOUSE,    0.795545,  0.764079,  0.827012, 2,   2.000000,    0.015733, 922556352.000000
LYAG_MOUSE,    0.183024,  0.143104,  0.222943, 6,  12.000000,    0.019960, 17658888192.000000
LYPA1_MOUSE,    0.223149,  0.176896,  0.269402, 4,   9.000000,    0.023127, 36168802304.000000
LYPA2_MOUSE,    0.814403,  0.000000,  7.958561, 1,   1.000000,    0.650295, 859568832.000000
LYPL1_MOUSE,    0.062574,  0.009361,  0.115787, 1,   1.000000,    0.020701, 238094160.000000
LYRIC_MOUSE,    0.111497,  0.037526,  0.185467, 3,   7.000000,    0.036985, 4327804928.000000
LYRM4_MOUSE,    1.060498,  0.199671,  1.921324, 2,   2.000000,    0.430413, 1278653312.000000
M2GD_MOUSE,    0.111876,  0.095814,  0.127938, 50,  62.000000,    0.008031, 377515704320.000000
M2OM_MOUSE,    0.184100,  0.158935,  0.209265, 4,   7.000000,    0.012582, 15383791616.000000
MA2A1_MOUSE,    0.672873,  0.518980,  0.826765, 4,   9.000000,    0.076946, 10906155008.000000
MA2B1_MOUSE,    0.233830,  0.166849,  0.300811, 4,   9.000000,    0.033491, 4643844096.000000
MA2B2_MOUSE,    0.104954,  0.002287,  0.207622, 1,   1.000000,    0.036978, 825115456.000000
MAAI_MOUSE,    0.147674,  0.129393,  0.165954, 11,  20.000000,    0.009140, 288721829888.000000
MACD1_MOUSE,    0.179856,  0.148642,  0.211070, 2,   4.000000,    0.015607, 4879336960.000000
MAGT1_MOUSE,    0.472654,  0.394935,  0.550373, 2,   2.000000,    0.038860, 737439168.000000
MAIP1_MOUSE,    0.147188,  0.082249,  0.212127, 1,   1.000000,    0.027463, 364287680.000000
MAL2_MOUSE,    0.381153,  0.000000,  1.580356, 1,   1.000000,    0.274255, 3823141888.000000
MANBA_MOUSE,    0.272353,  0.167453,  0.377253, 1,   4.000000,    0.047661, 35971248128.000000
MANF_MOUSE,    0.242225,  0.192711,  0.291739, 6,   7.000000,    0.024757, 15143746560.000000
MAOX_MOUSE,    0.143878,  0.114878,  0.172877, 27,  35.000000,    0.014500, 249506447360.000000
MAP11_MOUSE,    0.127959,  0.082154,  0.173764, 1,   4.000000,    0.020248, 989188224.000000
MAP4_MOUSE,    0.202832,  0.057381,  0.348282, 1,   1.000000,    0.059443, 10549805056.000000
MARC1_MOUSE,    0.251460,  0.212584,  0.290335, 12,  15.000000,    0.019438, 55618334720.000000
MARC2_MOUSE,    0.269580,  0.223109,  0.316050, 8,  11.000000,    0.023235, 42127482880.000000
MARE3_MOUSE,    0.608676,  0.363094,  0.854259, 1,   1.000000,    0.095536, 360141600.000000
MATR3_MOUSE,    0.368000,  0.288583,  0.447418, 4,   7.000000,    0.039709, 4066628864.000000
MAVS_MOUSE,    0.232812,  0.188809,  0.276815, 5,   7.000000,    0.022001, 8421688320.000000
MBL2_MOUSE,    1.972263,  1.270517,  2.674010, 1,   4.000000,    0.983175, 4520735744.000000
MBOA5_MOUSE,    0.422099,  0.293388,  0.550810, 1,   1.000000,    0.050071, 952433024.000000
MCA3_MOUSE,    0.187728,  0.000000,  5.797992, 1,   1.000000,    0.104351, 68347968.000000
MCAT_MOUSE,    0.117783,  0.092374,  0.143193, 4,   7.000000,    0.012705, 15817253888.000000
MCCA_MOUSE,    0.117766,  0.091005,  0.144527, 11,  16.000000,    0.013381, 28547717120.000000
MCCB_MOUSE,    0.131216,  0.104632,  0.157799, 16,  20.000000,    0.013292, 27634944000.000000
MCEE_MOUSE,    0.144299,  0.102384,  0.186214, 3,   4.000000,    0.020958, 14983099392.000000
MCFD2_MOUSE,    0.893489,  0.627467,  1.159510, 3,   3.000000,    0.133011, 1102929536.000000
MCTS1_MOUSE,    0.142121,  0.069195,  0.215047, 3,   3.000000,    0.036463, 2029134080.000000
MCU_MOUSE,    0.062843,  0.021621,  0.104066, 1,   1.000000,    0.018223, 136686448.000000
MDHC_MOUSE,    0.161907,  0.135234,  0.188580, 18,  25.000000,    0.013336, 550470942720.000000
MDHM_MOUSE,    0.107102,  0.095512,  0.118693, 22,  27.000000,    0.005795, 498003443712.000000
MDR3_MOUSE,    0.435457,  0.286315,  0.584599, 4,   9.000000,    0.074571, 2886634752.000000
MECR_MOUSE,    0.151654,  0.124672,  0.178636, 2,   6.000000,    0.013491, 4873261568.000000
MEMO1_MOUSE,    0.318090,  0.221595,  0.414585, 2,   5.000000,    0.048247, 12546492416.000000
MET7B_MOUSE,    0.342628,  0.252838,  0.432419, 8,  11.000000,    0.044895, 65758994432.000000
METK1_MOUSE,    0.479970,  0.392607,  0.567332, 8,  17.000000,    0.043681, 198591496192.000000
METK2_MOUSE,    0.698079,  0.455768,  0.940391, 2,   2.000000,    0.121156, 2412958464.000000
MFAP4_MOUSE,    0.006765,  0.000000,  3.165868, 1,   1.000000,    0.009328, 251144576.000000
MGDP1_MOUSE,    0.134685,  0.117960,  0.151409, 2,   2.000000,    0.008362, 1545325184.000000
MGLL_MOUSE,   10.439912,  8.974640, 11.905184, 2,   2.000000,    0.732636, 1238681856.000000
MGST1_MOUSE,    0.181873,  0.152109,  0.211636, 15,  20.000000,    0.014882, 373819047936.000000
MGST3_MOUSE,    2.160024,  0.000000,  5.295355, 1,   1.000000,    4.312369, 291178144.000000
MI4GD_MOUSE,    0.308161,  0.000000,  0.631446, 3,   3.000000,    0.161643, 256076304.000000
MIC13_MOUSE,    0.421884,  0.175308,  0.668459, 1,   1.000000,    0.088810, 385852640.000000
MIC19_MOUSE,    0.115228,  0.093808,  0.136649, 3,   6.000000,    0.010710, 14479112192.000000
MIC26_MOUSE,    0.106766,  0.075915,  0.137617, 3,   3.000000,    0.015425, 3542578688.000000
MIC27_MOUSE,    0.270101,  0.229981,  0.310221, 2,   5.000000,    0.020060, 5250438656.000000
MIC60_MOUSE,    0.122299,  0.102415,  0.142183, 10,  23.000000,    0.009942, 125667524608.000000
MIF_MOUSE,    0.144488,  0.132144,  0.156832, 4,   9.000000,    0.006172, 129693589504.000000
MIME_MOUSE,    0.049690,  0.000000,  0.110154, 2,   2.000000,    0.030232, 37570104.000000
MITOK_MOUSE,    0.054414,  0.018110,  0.090718, 1,   1.000000,    0.011408, 110942448.000000
MIX23_MOUSE,    0.055877,  0.029577,  0.082178, 1,   4.000000,    0.011626, 12777411584.000000
MK09_MOUSE,    0.276451,  0.100019,  0.452883, 1,   1.000000,    0.163691, 104959896.000000
MK14_MOUSE,    0.303947,  0.000000,  2.158958, 1,   1.000000,    0.115175, 65365184.000000
ML12B_MOUSE,    0.317794,  0.109585,  0.526004, 5,   6.000000,    0.104105, 7614857728.000000
MLEC_MOUSE,    0.057529,  0.017583,  0.097475, 3,   3.000000,    0.019973, 2348224512.000000
MMAA_MOUSE,   20.174601, 19.975512, 20.373690, 2,   2.000000,    0.099545, 591355712.000000
MMSA_MOUSE,    0.123787,  0.106939,  0.140635, 33,  46.000000,    0.008424, 438743203840.000000
MOCS1_MOUSE,    0.151143,  0.108623,  0.193662, 3,   4.000000,    0.021260, 976171328.000000
MOES_MOUSE,    0.200598,  0.156146,  0.245050, 5,  14.000000,    0.022226, 55953174528.000000
MOGS_MOUSE,    0.071670,  0.056041,  0.087299, 6,  14.000000,    0.007814, 35217428480.000000
MOT1_MOUSE,    0.189476,  0.137965,  0.240986, 2,   2.000000,    0.025755, 2555284224.000000
MP2K1_MOUSE,    0.414586,  0.138053,  0.691119, 3,   3.000000,    0.138266, 734672192.000000
MP2K2_MOUSE,    0.347913,  0.173637,  0.522188, 1,   4.000000,    0.075575, 767436032.000000
MP2K4_MOUSE,    1.635990,  0.000000,  5.503058, 1,   1.000000,    4.126588, 396352896.000000
MPC1_MOUSE,    0.168247,  0.114771,  0.221724, 3,   3.000000,    0.026738, 6963325952.000000
MPC2_MOUSE,    0.176498,  0.136673,  0.216323, 4,   4.000000,    0.019912, 11509991424.000000
MPCP_MOUSE,    0.121551,  0.097558,  0.145544, 7,  10.000000,    0.011997, 55392432128.000000
MPI_MOUSE,    1.706487,  0.000000,  4.366619, 1,   1.000000,    2.735667, 343259488.000000
MPP6_MOUSE,    0.182581,  0.000000,  0.392907, 3,   3.000000,    0.105163, 3159669504.000000
MPPA_MOUSE,    0.177843,  0.116096,  0.239590, 3,   3.000000,    0.030874, 3280601600.000000
MPPB_MOUSE,    1.110709,  0.825443,  1.395975, 2,   2.000000,    0.142633, 753651264.000000
MPRD_MOUSE,    0.324608,  0.177752,  0.471464, 1,   1.000000,    0.065910, 624301824.000000
MPU1_MOUSE,    0.385748,  0.331004,  0.440491, 2,   2.000000,    0.027372, 2278294784.000000
MRC1_MOUSE,    0.167304,  0.101506,  0.233102, 2,   7.000000,    0.032899, 3770702080.000000
MRP2_MOUSE,    0.370210,  0.247053,  0.493367, 5,  10.000000,    0.061578, 7288860160.000000
MRP3_MOUSE,    0.246816,  0.071132,  0.422500, 1,   4.000000,    0.076185, 1048778944.000000
MRP6_MOUSE,    0.251907,  0.202113,  0.301701, 3,   3.000000,    0.024897, 2243665920.000000
MSI2H_MOUSE,    0.400859,  0.000000,  3.501824, 1,   1.000000,    0.255684, 187351088.000000
MSPD2_MOUSE,    8.484044,  6.363628, 10.604461, 1,   1.000000,  8995600.000000, 57344232.000000
MSRA_MOUSE,    0.196442,  0.170560,  0.222324, 5,  13.000000,    0.012941, 48482566144.000000
MTAP_MOUSE,    0.001732,  0.000000,  5.064334, 1,   1.000000,    0.008242, 751062208.000000
MTCH2_MOUSE,    0.116670,  0.095704,  0.137637, 10,  12.000000,    0.010483, 32931934208.000000
MTHFS_MOUSE,    0.001816,  0.000000,  5.385592, 1,   1.000000,    0.016899, 10950225.000000
MTL26_MOUSE,    0.209235,  0.168705,  0.249765, 8,  12.000000,    0.020265, 46716399616.000000
MTNA_MOUSE,    0.149981,  0.112623,  0.187340, 4,   6.000000,    0.018679, 4768720384.000000
MTNB_MOUSE,   18.974577, 18.743362, 19.205791, 2,   2.000000,    0.115607, 1315893760.000000
MTND_MOUSE,    0.920715,  0.729164,  1.112266, 2,   2.000000,    0.095775, 2981508096.000000
MTPN_MOUSE,    0.344599,  0.264557,  0.424642, 3,   5.000000,    0.040021, 8211776000.000000
MTP_MOUSE,    0.209838,  0.169039,  0.250637, 29,  38.000000,    0.020399, 185608011776.000000
MTX1_MOUSE,    0.064004,  0.026039,  0.101970, 2,   2.000000,    0.018983, 5922042368.000000
MTX2_MOUSE,    0.410983,  0.283015,  0.538951, 2,   2.000000,    0.063984, 1489416192.000000
MUG1_MOUSE,    1.634982,  0.851478,  2.418486, 11,  24.000000,    0.391752, 145165615104.000000
MUG2_MOUSE,    1.702205,  1.409484,  1.994926, 4,   4.000000,    0.146361, 2377863424.000000
MUP11_MOUSE,    0.721229,  0.475930,  0.966528, 6,  17.000000,    0.122649, 228015652864.000000
MUP20_MOUSE,    1.902191,  1.457205,  2.347177, 8,  14.000000,    0.222493, 172833177600.000000
MUP2_MOUSE,    2.279786,  0.946553,  3.613019, 5,  15.000000,    0.666616, 90773889024.000000
MUP3_MOUSE,    2.091614,  0.919230,  3.263998, 4,   8.000000,    0.586192, 54757105664.000000
MUP6_MOUSE,    1.124835,  0.836795,  1.412875, 7,  16.000000,    0.144020, 119381958656.000000
MUTA_MOUSE,    0.312822,  0.237485,  0.388160, 13,  16.000000,    0.037669, 36167073792.000000
MVP_MOUSE,    0.214362,  0.154500,  0.274225, 6,  18.000000,    0.029931, 24078434304.000000
MYDGF_MOUSE,    0.115898,  0.073609,  0.158187, 3,   3.000000,    0.021144, 2233809664.000000
MYG1_MOUSE,    0.050980,  0.022072,  0.079888, 1,   4.000000,    0.012974, 3330197504.000000
MYH9_MOUSE,    0.265793,  0.212378,  0.319209, 34,  51.000000,    0.026708, 77229400064.000000
MYL6_MOUSE,    0.572890,  0.426749,  0.719030, 4,   5.000000,    0.073070, 30135523328.000000
MYL9_MOUSE,    0.311319,  0.251927,  0.370710, 2,   5.000000,    0.029696, 4460314112.000000
MYO1B_MOUSE,    0.415217,  0.324705,  0.505730, 5,  10.000000,    0.045256, 6320958464.000000
MYO1C_MOUSE,    0.164685,  0.121367,  0.208003, 2,   8.000000,    0.021659, 14104097792.000000
MYO1D_MOUSE,    0.011890,  0.000000,  3.043845, 1,   1.000000,    0.011725, 386008576.000000
MYO1E_MOUSE,   11.450456,  0.000000,100988.328125, 2,   2.000000,  50488.437500, 319894528.000000
MYO6_MOUSE,    0.458441,  0.078814,  0.838067, 2,   2.000000,    0.189813, 331690688.000000
NAA15_MOUSE,   13.083390, 10.954611, 15.212170, 1,   1.000000,  187174.609375, 152624208.000000
NACA_MOUSE,    0.333276,  0.274387,  0.392165, 3,   3.000000,    0.029445, 6612240896.000000
NADC_MOUSE,    0.214024,  0.185207,  0.242841, 11,  14.000000,    0.014408, 54796800000.000000
NAGAB_MOUSE,    0.038341,  0.025978,  0.050705, 4,   9.000000,    0.006182, 17012414464.000000
NAKD2_MOUSE,    0.128754,  0.110943,  0.146564, 4,   8.000000,    0.008905, 14563607552.000000
NAMPT_MOUSE,    0.315352,  0.228114,  0.402591, 3,   6.000000,    0.043619, 12265650176.000000
NB5R3_MOUSE,    0.186210,  0.153813,  0.218606, 12,  20.000000,    0.016198, 104163950592.000000
NCEH1_MOUSE,   22.545071, 22.188585, 22.901556, 2,   2.000000,    0.178243, 2872427008.000000
NCKP1_MOUSE,    0.276764,  0.000000,  2.914297, 1,   1.000000,    0.247640, 1099811328.000000
NCLN_MOUSE,    0.067977,  0.054168,  0.081786, 4,   5.000000,    0.006905, 2413059584.000000
NCPR_MOUSE,    0.294461,  0.226484,  0.362438, 18,  25.000000,    0.033989, 100711915520.000000
NDK3_MOUSE,    0.120887,  0.062701,  0.179072, 3,   3.000000,    0.029093, 1449064576.000000
NDKA_MOUSE,    0.194114,  0.159389,  0.228838, 13,  16.000000,    0.017362, 149044183040.000000
NDKB_MOUSE,    0.233443,  0.179172,  0.287715, 6,   8.000000,    0.027136, 64794804224.000000
NDRG2_MOUSE,    0.650270,  0.482469,  0.818071, 10,  15.000000,    0.083900, 78191812608.000000
NDUA1_MOUSE,    1.027612,  0.000000,  3.117825, 1,   1.000000,    1.339501, 919115584.000000
NDUA2_MOUSE,    0.120916,  0.095651,  0.146182, 2,   2.000000,    0.012633, 5331619840.000000
NDUA3_MOUSE,    0.263538,  0.185488,  0.341587, 2,   2.000000,    0.039025, 26890311680.000000
NDUA4_MOUSE,    0.253771,  0.190013,  0.317529, 3,   4.000000,    0.031879, 89816154112.000000
NDUA5_MOUSE,    0.125749,  0.105926,  0.145573, 4,   7.000000,    0.009912, 16509712384.000000
NDUA6_MOUSE,    0.253319,  0.200009,  0.306628, 3,   4.000000,    0.026655, 5661713408.000000
NDUA7_MOUSE,    0.262933,  0.126255,  0.399611, 3,   3.000000,    0.068339, 13882127360.000000
NDUA8_MOUSE,    0.116200,  0.097965,  0.134436, 4,   8.000000,    0.009118, 14909741056.000000
NDUA9_MOUSE,    0.134655,  0.104779,  0.164531, 7,  13.000000,    0.014938, 11463525376.000000
NDUAA_MOUSE,    0.164934,  0.136967,  0.192902, 13,  17.000000,    0.013984, 43593519104.000000
NDUAB_MOUSE,    0.232879,  0.180083,  0.285676, 2,   2.000000,    0.026398, 2800521216.000000
NDUAC_MOUSE,    0.167387,  0.136612,  0.198162, 4,   7.000000,    0.015388, 15521692672.000000
NDUAD_MOUSE,    0.114962,  0.094401,  0.135524, 7,   8.000000,    0.010281, 35344781312.000000
NDUB1_MOUSE,    0.222787,  0.000000,  1.532909, 1,   1.000000,    0.086736, 156470896.000000
NDUB3_MOUSE,    0.114088,  0.099967,  0.128210, 1,   1.000000,    0.005771, 3543761920.000000
NDUB4_MOUSE,    0.142730,  0.108897,  0.176563, 2,   2.000000,    0.016916, 5532595200.000000
NDUB5_MOUSE,    0.085183,  0.035666,  0.134701, 1,   1.000000,    0.015560, 1760269824.000000
NDUB6_MOUSE,    0.125845,  0.097278,  0.154412, 2,   2.000000,    0.014283, 3973533696.000000
NDUB7_MOUSE,   19.369846, 19.297602, 19.442091, 2,   2.000000,    0.036122, 4067024128.000000
NDUB8_MOUSE,    0.062863,  0.044001,  0.081726, 7,   7.000000,    0.009431, 22578636800.000000
NDUB9_MOUSE,    0.129991,  0.113153,  0.146829, 4,   4.000000,    0.008419, 14709626880.000000
NDUBA_MOUSE,    0.107888,  0.082719,  0.133057, 4,   8.000000,    0.012585, 38289408000.000000
NDUBB_MOUSE,    0.225342,  0.149322,  0.301362, 2,   2.000000,    0.038010, 1775925632.000000
NDUC2_MOUSE,    0.118586,  0.096145,  0.141027, 4,   8.000000,    0.011221, 9595579392.000000
NDUF2_MOUSE,   19.470825, 16.509623, 22.432028, 1,   1.000000,  156500880.000000, 358946144.000000
NDUS1_MOUSE,    0.122456,  0.106119,  0.138794, 13,  27.000000,    0.008169, 99256582144.000000
NDUS2_MOUSE,    0.138878,  0.110132,  0.167625, 12,  19.000000,    0.014373, 47518924800.000000
NDUS3_MOUSE,    0.163324,  0.146489,  0.180160, 4,   8.000000,    0.008418, 37599506432.000000
NDUS4_MOUSE,    0.267192,  0.170744,  0.363640, 3,   4.000000,    0.048224, 3612108544.000000
NDUS5_MOUSE,    0.113601,  0.090363,  0.136839, 3,   3.000000,    0.011619, 6972952576.000000
NDUS6_MOUSE,    0.230488,  0.191491,  0.269486, 4,   5.000000,    0.019499, 13122044928.000000
NDUS7_MOUSE,    0.240042,  0.168929,  0.311156, 4,   5.000000,    0.035557, 16322706432.000000
NDUS8_MOUSE,    0.195957,  0.154252,  0.237662, 4,   6.000000,    0.020853, 25273163776.000000
NDUV1_MOUSE,    0.162838,  0.136686,  0.188989, 8,  14.000000,    0.013076, 53172703232.000000
NDUV2_MOUSE,    0.150893,  0.119204,  0.182581, 4,   8.000000,    0.015844, 65007808512.000000
NDUV3_MOUSE,   15.269469, 15.154539, 15.384399, 2,   2.000000,    0.057465, 3357922304.000000
NEDD4_MOUSE,    2.377483,  0.965323,  3.789644, 2,   2.000000,    0.706080, 744688704.000000
NEUA_MOUSE,    0.101276,  0.068889,  0.133664, 2,   4.000000,    0.016194, 2396954368.000000
NFS1_MOUSE,    0.216824,  0.175138,  0.258510, 3,   5.000000,    0.020843, 2489213696.000000
NFU1_MOUSE,    0.377290,  0.306061,  0.448518, 2,   2.000000,    0.035614, 1447448064.000000
NH2L1_MOUSE,    0.092427,  0.070565,  0.114289, 1,   1.000000,    0.009246, 1483708160.000000
NHLC2_MOUSE,   20.123856, 19.518612, 20.729099, 2,   2.000000,    0.302622, 166742208.000000
NHLC3_MOUSE,    0.497420,  0.000000,  2.806075, 1,   1.000000,    0.403389, 85350128.000000
NHRF1_MOUSE,    2.198137,  2.112507,  2.283767, 2,   4.000000,    0.042815, 13554351104.000000
NHRF3_MOUSE,    0.215372,  0.139685,  0.291059, 2,   4.000000,    0.037844, 6974724608.000000
NIF3L_MOUSE,    1.519738,  1.310242,  1.729234, 2,   2.000000,    0.104748, 373685280.000000
NINJ1_MOUSE,    0.552117,  0.000000,  3.780860, 1,   1.000000,    0.431874, 154054368.000000
NIPS1_MOUSE,    0.106726,  0.093686,  0.119766, 15,  20.000000,    0.006520, 162498035712.000000
NIT1_MOUSE,    0.159484,  0.139070,  0.179899, 7,  13.000000,    0.010207, 31180130304.000000
NIT2_MOUSE,    0.138478,  0.115200,  0.161756, 12,  16.000000,    0.011639, 83446349824.000000
NMT1_MOUSE,    0.262765,  0.025349,  0.500181, 3,   3.000000,    0.118708, 977470336.000000
NNRD_MOUSE,    0.177700,  0.143672,  0.211728, 4,   4.000000,    0.017014, 15542868992.000000
NNRE_MOUSE,    0.123294,  0.105013,  0.141576, 4,   6.000000,    0.009141, 9969956864.000000
NNTM_MOUSE,    0.116462,  0.097219,  0.135705, 21,  31.000000,    0.009621, 91185954816.000000
NOMO1_MOUSE,    0.041551,  0.029095,  0.054007, 6,  12.000000,    0.006228, 6963877888.000000
NONO_MOUSE,    0.259407,  0.209713,  0.309100, 3,   5.000000,    0.024847, 23199868928.000000
NOP56_MOUSE,    0.114996,  0.000000,  2.717488, 1,   1.000000,    0.089026, 155921968.000000
NOP58_MOUSE,    0.233677,  0.204714,  0.262640, 2,   6.000000,    0.014481, 2480609536.000000
NP1L1_MOUSE,    0.305459,  0.064045,  0.546872, 2,   2.000000,    0.120707, 670016256.000000
NP1L4_MOUSE,    0.469071,  0.173551,  0.764591, 1,   4.000000,    0.132631, 1721638272.000000
NPC2_MOUSE,   14.038647,  6.759109, 21.318184, 2,   2.000000,    3.639769, 2355016960.000000
NPL4_MOUSE,    0.121204,  0.050555,  0.191854, 1,   4.000000,    0.027484, 1691499392.000000
NPM_MOUSE,    0.203904,  0.168788,  0.239019, 5,   8.000000,    0.017558, 16747763712.000000
NPS3B_MOUSE,    0.129747,  0.109429,  0.150065, 5,  10.000000,    0.010159, 18768148480.000000
NQO1_MOUSE,    0.027545,  0.000000,  0.092063, 2,   2.000000,    0.032259, 9169866752.000000
NQO2_MOUSE,    0.127040,  0.108595,  0.145485, 6,  12.000000,    0.009223, 53834506240.000000
NSDHL_MOUSE,    0.336338,  0.241193,  0.431483, 5,   9.000000,    0.047572, 4738593280.000000
NSF1C_MOUSE,    0.246289,  0.173926,  0.318651, 1,   4.000000,    0.032477, 2840653056.000000
NSF_MOUSE,    2.912918,  2.607697,  3.218139, 1,   1.000000,    3.692826, 914077504.000000
NT5C_MOUSE,    0.254347,  0.140014,  0.368679, 2,   2.000000,    0.057166, 753954496.000000
NT8F2_MOUSE,    0.604096,  0.463603,  0.744589, 1,   1.000000,    0.054654, 4424195584.000000
NTF2_MOUSE,    0.112627,  0.079036,  0.146217, 2,   2.000000,    0.016795, 1759990272.000000
NU107_MOUSE,    5.117255,  4.362202,  5.872308, 1,   1.000000,  701642.937500, 45641140.000000
NU155_MOUSE,    0.011658,  0.002713,  0.020604, 1,   1.000000,    0.003656, 86946512.000000
NU1M_MOUSE,    0.068316,  0.031885,  0.104746, 2,   5.000000,    0.018215, 7535056384.000000
NU3M_MOUSE,    0.078374,  0.057399,  0.099348, 1,   1.000000,    0.007554, 1159913344.000000
NU4M_MOUSE,    0.091107,  0.072906,  0.109308, 2,   4.000000,    0.009100, 1467043200.000000
NU5M_MOUSE,    0.481850,  0.433865,  0.529835, 2,   5.000000,    0.023993, 6486645760.000000
NUBPL_MOUSE,    0.018380,  0.000000,  3.642999, 1,   1.000000,    0.026703, 502807776.000000
NUCB1_MOUSE,    1.021310,  0.703765,  1.338855, 4,   4.000000,    0.158773, 3701559296.000000
NUCG_MOUSE,    0.363349,  0.000000,  0.729188, 2,   2.000000,    0.182920, 806236288.000000
NUCL_MOUSE,    0.337868,  0.264999,  0.410737, 8,  12.000000,    0.036434, 26197794816.000000
NUD12_MOUSE,    0.272100,  0.167734,  0.376466, 3,   3.000000,    0.052183, 2968802816.000000
NUD19_MOUSE,    0.613311,  0.225677,  1.000945, 2,   2.000000,    0.193817, 2801910784.000000
NUDT7_MOUSE,    0.343384,  0.283463,  0.403304, 9,  10.000000,    0.029960, 41875230720.000000
NUDT8_MOUSE,    0.074362,  0.051618,  0.097106, 2,   2.000000,    0.011372, 312621824.000000
NUP62_MOUSE,    0.000377,  0.000000,  6.901266, 1,   1.000000,    0.133523, 53489432.000000
NUP85_MOUSE,    0.021518,  0.006301,  0.036736, 1,   1.000000,    0.006599, 103110200.000000
OAT_MOUSE,    0.744130,  0.567659,  0.920602, 11,  15.000000,    0.088236, 106295762944.000000
OCAD1_MOUSE,    5.905906,  2.421308,  9.390503, 1,   1.000000,  279.481720, 48507776.000000
OCAD2_MOUSE,    0.227744,  0.152998,  0.302491, 2,   2.000000,    0.037373, 847768832.000000
OCTC_MOUSE,    1.190418,  0.779226,  1.601611, 7,  13.000000,    0.205596, 13572653056.000000
ODB2_MOUSE,    0.119682,  0.099702,  0.139662, 12,  21.000000,    0.009990, 66671366144.000000
ODBA_MOUSE,    0.169968,  0.135521,  0.204415, 13,  18.000000,    0.017224, 30850002944.000000
ODBB_MOUSE,    0.126581,  0.109170,  0.143993, 4,   8.000000,    0.008706, 22830536704.000000
ODO1_MOUSE,    0.357532,  0.251069,  0.463995, 17,  28.000000,    0.053232, 59795337216.000000
ODO2_MOUSE,    0.082955,  0.069094,  0.096817, 9,  14.000000,    0.006931, 72403591168.000000
ODP2_MOUSE,    0.086354,  0.071963,  0.100745, 9,  12.000000,    0.007196, 42864525312.000000
ODPA_MOUSE,    0.100139,  0.082557,  0.117722, 10,  13.000000,    0.008791, 48109756416.000000
ODPB_MOUSE,    0.124028,  0.103885,  0.144171, 14,  24.000000,    0.010071, 55513022464.000000
ODPX_MOUSE,    0.090885,  0.066958,  0.114812, 3,   7.000000,    0.011964, 7085436928.000000
OLA1_MOUSE,    0.148617,  0.100227,  0.197006, 4,   9.000000,    0.024195, 8204745216.000000
OPA1_MOUSE,    0.154636,  0.117522,  0.191749, 4,  12.000000,    0.018557, 7047752704.000000
OPA3_MOUSE,    1.355827,  0.000000,  4.051365, 1,   1.000000,    1.955420, 573014208.000000
OPLA_MOUSE,    0.309759,  0.214516,  0.405002, 10,  22.000000,    0.047621, 46098214912.000000
ORNT1_MOUSE,    0.165982,  0.137582,  0.194383, 4,  10.000000,    0.014200, 24380145664.000000
ORN_MOUSE,   15.309024, 14.213529, 16.404518, 2,   2.000000,    0.547747, 973494272.000000
OSBL1_MOUSE,    6.460954,  4.633768,  8.288140, 1,   1.000000,  309.119476, 65958404.000000
OST48_MOUSE,    0.078377,  0.066208,  0.090546, 11,  17.000000,    0.006084, 54119976960.000000
OSTF1_MOUSE,   12.168479, 12.019338, 12.317620, 2,   2.000000,    0.074571, 1070854656.000000
OTC_MOUSE,    0.112152,  0.098809,  0.125495, 30,  42.000000,    0.006671, 711865794560.000000
OTUB1_MOUSE,    0.271897,  0.194756,  0.349039, 5,   8.000000,    0.038571, 5487627776.000000
OXSM_MOUSE,    0.106358,  0.074108,  0.138608, 3,   9.000000,    0.016125, 3860835584.000000
P20D1_MOUSE,    0.331170,  0.235401,  0.426939, 6,  13.000000,    0.047884, 15665670144.000000
P5CR3_MOUSE,    0.370329,  0.333798,  0.406859, 2,   2.000000,    0.018265, 1931853824.000000
PA2G4_MOUSE,    0.128125,  0.105726,  0.150525, 9,  15.000000,    0.011200, 35060133888.000000
PABP1_MOUSE,    0.159234,  0.129297,  0.189171, 12,  18.000000,    0.014968, 42015879168.000000
PACN2_MOUSE,    0.356188,  0.239949,  0.472427, 3,   3.000000,    0.058119, 1241821696.000000
PACN3_MOUSE,    0.222040,  0.119895,  0.324185, 3,   3.000000,    0.051073, 1814414080.000000
PAFA2_MOUSE,    0.843648,  0.000000,  6.901106, 1,   1.000000,    0.990355, 286016480.000000
PAG15_MOUSE,    0.956215,  0.884568,  1.027861, 2,   2.000000,    0.035823, 987104576.000000
PAHX_MOUSE,    1.649159,  0.697318,  2.601000, 6,  10.000000,    0.475920, 18097913856.000000
PAIRB_MOUSE,    0.298066,  0.253236,  0.342896, 3,   5.000000,    0.022415, 5733588480.000000
PAPS2_MOUSE,    0.317034,  0.237039,  0.397028, 11,  15.000000,    0.039997, 31931326464.000000
