Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
RBM47_MOUSE,    0.109978,  0.042761,  0.177195, 2,   2.000000,    0.033609, 380448288.000000
RBSK_MOUSE,    0.117734,  0.000000,  4.169173, 1,   1.000000,    0.068705, 54857580.000000
RBX2_MOUSE,    0.158286,  0.086216,  0.230356, 1,   1.000000,    0.025958, 6441230848.000000
RD23B_MOUSE,    0.387791,  0.274455,  0.501126, 4,   4.000000,    0.056668, 2678753792.000000
RDH11_MOUSE,    0.275848,  0.212874,  0.338823, 6,   8.000000,    0.031487, 26565496832.000000
RDH14_MOUSE,    0.131154,  0.000000,  3.208649, 1,   1.000000,    0.059963, 111244336.000000
RDH16_MOUSE,    0.349070,  0.275955,  0.422185, 7,  15.000000,    0.036557, 38049165312.000000
RDH7_MOUSE,    0.264986,  0.202027,  0.327944, 4,   5.000000,    0.031479, 43138686976.000000
REEP5_MOUSE,    0.213108,  0.145025,  0.281192, 1,   1.000000,    0.026486, 115755392.000000
REEP6_MOUSE,    0.354333,  0.295708,  0.412958, 5,   5.000000,    0.029312, 25960960000.000000
RENT1_MOUSE,    0.387398,  0.148719,  0.626078, 3,   8.000000,    0.119340, 4218577408.000000
RER1_MOUSE,    0.209239,  0.108488,  0.309991, 1,   1.000000,    0.036288, 372635424.000000
RET1_MOUSE,    1.013758,  0.847734,  1.179782, 2,   2.000000,    0.083012, 5435155456.000000
RET4_MOUSE,    0.997962,  0.472699,  1.523224, 3,   3.000000,    0.262631, 3305875456.000000
RETST_MOUSE,    0.421050,  0.251315,  0.590786, 4,  10.000000,    0.084868, 16997483520.000000
RGN_MOUSE,    0.138096,  0.120033,  0.156160, 29,  33.000000,    0.009032, 1077241708544.000000
RHOA_MOUSE,    0.156006,  0.115163,  0.196849, 3,   6.000000,    0.020422, 13925645312.000000
RHOB_MOUSE,    0.037148,  0.000000,       inf, 3,   3.000000,    0.000000, 965015296.000000
RHOG_MOUSE,    0.193248,  0.000000,  2.603341, 1,   1.000000,    0.124870, 183628208.000000
RIDA_MOUSE,    0.159991,  0.141123,  0.178859, 9,  11.000000,    0.009434, 580281958400.000000
RINI_MOUSE,    0.323317,  0.238561,  0.408074, 12,  21.000000,    0.042378, 85516517376.000000
RISC_MOUSE,    0.047642,  0.035317,  0.059966, 8,  15.000000,    0.006162, 16205627392.000000
RL10A_MOUSE,    0.101653,  0.085671,  0.117635, 4,   5.000000,    0.007991, 36567658496.000000
RL10_MOUSE,    0.195085,  0.145098,  0.245071, 4,   4.000000,    0.024993, 4479376384.000000
RL11_MOUSE,    0.089063,  0.068693,  0.109432, 4,   8.000000,    0.010185, 45985374208.000000
RL12_MOUSE,    0.080148,  0.071511,  0.088784, 6,   7.000000,    0.004318, 52291051520.000000
RL13A_MOUSE,    0.096812,  0.085135,  0.108489, 2,   2.000000,    0.005838, 9774292992.000000
RL13_MOUSE,    0.081721,  0.064113,  0.099330, 3,   3.000000,    0.008804, 31165851648.000000
RL14_MOUSE,    0.088138,  0.075330,  0.100947, 4,   6.000000,    0.006404, 50287722496.000000
RL15_MOUSE,    0.086158,  0.072116,  0.100201, 7,   9.000000,    0.007021, 25987117056.000000
RL17_MOUSE,    0.098774,  0.089025,  0.108523, 5,   8.000000,    0.004874, 27376613376.000000
RL18A_MOUSE,    0.095360,  0.077146,  0.113574, 4,   5.000000,    0.009107, 17262188544.000000
RL18_MOUSE,    0.094909,  0.077393,  0.112425, 6,   8.000000,    0.008758, 55334588416.000000
RL19_MOUSE,    0.258250,  0.228103,  0.288397, 2,   2.000000,    0.015074, 12018733056.000000
RL21_MOUSE,    0.153729,  0.124326,  0.183132, 4,   5.000000,    0.014701, 16238618624.000000
RL22_MOUSE,    0.073062,  0.062696,  0.083429, 3,   3.000000,    0.005183, 24865579008.000000
RL23A_MOUSE,    0.086434,  0.071112,  0.101756, 5,   7.000000,    0.007661, 35939926016.000000
RL23_MOUSE,    0.089513,  0.079016,  0.100010, 3,   5.000000,    0.005249, 180293468160.000000
RL24_MOUSE,    0.104637,  0.081433,  0.127842, 3,   4.000000,    0.011602, 31729592320.000000
RL26_MOUSE,    0.094599,  0.070467,  0.118732, 4,   6.000000,    0.012066, 14998116352.000000
RL27A_MOUSE,    0.092462,  0.079045,  0.105879, 3,   3.000000,    0.006708, 30749839360.000000
RL27_MOUSE,    0.258583,  0.228474,  0.288693, 4,   5.000000,    0.015055, 35556708352.000000
RL28_MOUSE,    0.098158,  0.081408,  0.114909, 2,   4.000000,    0.008375, 8255057920.000000
RL30_MOUSE,    0.093228,  0.080557,  0.105899, 6,   9.000000,    0.006335, 40656691200.000000
RL31_MOUSE,    0.071088,  0.053063,  0.089113, 4,   4.000000,    0.009012, 22213179392.000000
RL32_MOUSE,    0.084252,  0.068641,  0.099863, 4,   4.000000,    0.007806, 18616526848.000000
RL35_MOUSE,    0.099141,  0.071526,  0.126755, 3,   4.000000,    0.013807, 12254038016.000000
RL37A_MOUSE,    0.092577,  0.079076,  0.106078, 4,   6.000000,    0.006751, 15291793408.000000
RL38_MOUSE,    0.126515,  0.100510,  0.152520, 2,   2.000000,    0.013003, 4921530880.000000
RL3_MOUSE,    0.064302,  0.054141,  0.074462, 11,  16.000000,    0.005080, 50586288128.000000
RL4_MOUSE,    0.079747,  0.064521,  0.094973, 12,  18.000000,    0.007613, 117731270656.000000
RL5_MOUSE,    0.073847,  0.061582,  0.086112, 7,  10.000000,    0.006133, 85069463552.000000
RL6_MOUSE,    0.099105,  0.083217,  0.114994, 9,  11.000000,    0.007944, 57698734080.000000
RL7A_MOUSE,    0.106034,  0.086370,  0.125698, 7,  10.000000,    0.009832, 31248347136.000000
RL7_MOUSE,    0.096640,  0.079683,  0.113596, 6,   9.000000,    0.008478, 41899700224.000000
RL8_MOUSE,    0.086122,  0.071239,  0.101006, 4,   6.000000,    0.007442, 37426393088.000000
RL9_MOUSE,    0.084400,  0.070575,  0.098225, 8,   9.000000,    0.006913, 32027488256.000000
RLA0_MOUSE,    0.070244,  0.061705,  0.078782, 11,  16.000000,    0.004269, 81224368128.000000
RLA1_MOUSE,    0.058750,  0.044020,  0.073480, 5,   5.000000,    0.007365, 38927065088.000000
RLA2_MOUSE,    0.090045,  0.074128,  0.105962, 9,  12.000000,    0.007958, 67365191680.000000
RM10_MOUSE,    0.084617,  0.047684,  0.121550, 3,   4.000000,    0.018466, 760586432.000000
RM12_MOUSE,   15.352154, 15.240707, 15.463600, 2,   2.000000,    0.055723, 1480190464.000000
RM15_MOUSE,    0.049233,  0.000000,  2.456057, 1,   1.000000,    0.024920, 79870432.000000
RM19_MOUSE,    0.050782,  0.000000,  0.102429, 2,   2.000000,    0.025824, 506959680.000000
RM22_MOUSE,    0.115499,  0.064479,  0.166520, 2,   2.000000,    0.025510, 39774600.000000
RM38_MOUSE,    0.223728,  0.007283,  0.440174, 1,   1.000000,    0.084201, 229592672.000000
RM49_MOUSE,    0.262534,  0.226942,  0.298126, 3,   3.000000,    0.017796, 3866686720.000000
RMD1_MOUSE,    0.103733,  0.071490,  0.135976, 5,   5.000000,    0.016122, 6822430720.000000
RMD2_MOUSE,    0.121539,  0.092165,  0.150914, 5,   9.000000,    0.014687, 14451616768.000000
RMD3_MOUSE,    0.108048,  0.099945,  0.116150, 4,   8.000000,    0.004051, 20709836800.000000
RMXL1_MOUSE,    0.182101,  0.137831,  0.226371, 3,   5.000000,    0.022135, 4750630912.000000
RNT2A_MOUSE,    0.156812,  0.023282,  0.290342, 1,   1.000000,    0.048094, 77361920.000000
ROA0_MOUSE,    0.587171,  0.248013,  0.926329, 1,   1.000000,    0.138607, 913317568.000000
ROA1_MOUSE,    0.163969,  0.129214,  0.198724, 5,  12.000000,    0.017377, 23907979264.000000
ROA2_MOUSE,    0.220179,  0.172846,  0.267513, 13,  17.000000,    0.023667, 99856556032.000000
ROA3_MOUSE,    0.195115,  0.155703,  0.234527, 8,   9.000000,    0.019706, 28921169920.000000
ROAA_MOUSE,    0.147875,  0.089965,  0.205784, 3,   4.000000,    0.028955, 12033320960.000000
RPN1_MOUSE,    0.113407,  0.091785,  0.135028, 21,  30.000000,    0.010811, 120558485504.000000
RPN2_MOUSE,    0.114409,  0.095021,  0.133798, 20,  32.000000,    0.009694, 73031180288.000000
RRBP1_MOUSE,    0.331785,  0.265132,  0.398438, 15,  22.000000,    0.033327, 37082284032.000000
RRF2M_MOUSE,    0.133636,  0.051787,  0.215485, 3,   4.000000,    0.040924, 418758528.000000
RS10_MOUSE,    0.101534,  0.092326,  0.110743, 4,   5.000000,    0.004604, 60551692288.000000
RS11_MOUSE,    0.060201,  0.043134,  0.077267, 3,   4.000000,    0.008533, 14867395584.000000
RS12_MOUSE,    0.088172,  0.077923,  0.098421, 4,   9.000000,    0.005124, 61558837248.000000
RS13_MOUSE,    0.096067,  0.083176,  0.108959, 3,   3.000000,    0.006446, 40191184896.000000
RS14_MOUSE,    0.108068,  0.089554,  0.126581, 4,   8.000000,    0.009257, 118132563968.000000
RS15A_MOUSE,    0.070951,  0.056093,  0.085809, 5,   6.000000,    0.007429, 44105977856.000000
RS15_MOUSE,    0.106578,  0.094639,  0.118516, 6,  10.000000,    0.005969, 33045764096.000000
RS16_MOUSE,    0.089454,  0.070408,  0.108500, 4,   5.000000,    0.009523, 29403901952.000000
RS17_MOUSE,    0.096526,  0.082064,  0.110987, 5,   8.000000,    0.007231, 25384634368.000000
RS18_MOUSE,    0.096599,  0.080402,  0.112795, 7,   9.000000,    0.008098, 58091634688.000000
RS19_MOUSE,    0.075416,  0.064306,  0.086526, 5,   9.000000,    0.005555, 61299101696.000000
RS20_MOUSE,    0.085274,  0.073083,  0.097465, 4,   4.000000,    0.006095, 18258794496.000000
RS21_MOUSE,    0.142167,  0.090943,  0.193391, 1,   1.000000,    0.018450, 543127360.000000
RS23_MOUSE,    0.084829,  0.065781,  0.103876, 6,   6.000000,    0.009524, 6021474816.000000
RS24_MOUSE,    0.067506,  0.051206,  0.083807, 3,   3.000000,    0.008150, 21176653824.000000
RS25_MOUSE,    0.166761,  0.129220,  0.204302, 4,   4.000000,    0.018771, 51524296704.000000
RS26_MOUSE,    0.103707,  0.089244,  0.118169, 2,   2.000000,    0.007231, 5630258176.000000
RS27A_MOUSE,    0.076277,  0.052750,  0.099803, 5,   7.000000,    0.011763, 69090467840.000000
RS27L_MOUSE,    0.111992,  0.091030,  0.132954, 3,   3.000000,    0.010481, 10255191040.000000
RS28_MOUSE,    0.104744,  0.094372,  0.115116, 2,   2.000000,    0.005186, 16238465024.000000
RS29_MOUSE,    0.098404,  0.071392,  0.125417, 2,   2.000000,    0.013506, 3290950400.000000
RS2_MOUSE,    0.095866,  0.082959,  0.108773, 10,  14.000000,    0.006453, 84834287616.000000
RS30_MOUSE,    0.137116,  0.063467,  0.210764, 1,   1.000000,    0.030099, 7780319232.000000
RS3A_MOUSE,    0.086259,  0.073870,  0.098649, 12,  13.000000,    0.006195, 87190134784.000000
RS3_MOUSE,    0.095582,  0.080869,  0.110295, 10,  14.000000,    0.007357, 104508063744.000000
RS4X_MOUSE,    0.092346,  0.078668,  0.106024, 8,  12.000000,    0.006839, 65256226816.000000
RS5_MOUSE,    0.052118,  0.035991,  0.068245, 4,  10.000000,    0.008064, 12184892416.000000
RS6_MOUSE,    0.093340,  0.083646,  0.103033, 4,   4.000000,    0.004847, 32757125120.000000
RS7_MOUSE,    0.180918,  0.145351,  0.216485, 4,   5.000000,    0.017784, 38366875648.000000
RS8_MOUSE,    0.085164,  0.075055,  0.095274, 5,   7.000000,    0.005055, 44041940992.000000
RS9_MOUSE,    0.144290,  0.117900,  0.170679, 2,   2.000000,    0.013195, 11391523840.000000
RSSA_MOUSE,    0.069471,  0.058073,  0.080869, 13,  17.000000,    0.005699, 100202897408.000000
RSU1_MOUSE,    0.141162,  0.084191,  0.198133, 2,   2.000000,    0.028485, 4275621120.000000
RT07_MOUSE,    0.463982,  0.000000,  1.970316, 1,   1.000000,    0.221820, 155819376.000000
RT09_MOUSE,    0.132060,  0.075475,  0.188645, 2,   4.000000,    0.028292, 1223958016.000000
RT18B_MOUSE,    0.098144,  0.007166,  0.189123, 2,   2.000000,    0.045489, 181193184.000000
RT21_MOUSE,    0.000000,  0.000000,  5.272528, 1,   1.000000,    0.006123, 3681092608.000000
RT22_MOUSE,    0.142128,  0.111738,  0.172517, 2,   2.000000,    0.015195, 25814349824.000000
RT23_MOUSE,    0.114160,  0.065155,  0.163166, 1,   1.000000,    0.017650, 352151488.000000
RT27_MOUSE,    0.135945,  0.081853,  0.190038, 3,   3.000000,    0.027046, 4560046080.000000
RT28_MOUSE,    0.270995,  0.074039,  0.467951, 1,   1.000000,    0.070938, 121206464.000000
RTCB_MOUSE,    0.183714,  0.122352,  0.245076, 4,   7.000000,    0.030681, 6939551744.000000
RTN4_MOUSE,    0.300202,  0.170003,  0.430401, 2,   2.000000,    0.065099, 2083978112.000000
RTRAF_MOUSE,    0.364740,  0.286053,  0.443427, 2,   5.000000,    0.039343, 4118086400.000000
RU2A_MOUSE,    0.191854,  0.037217,  0.346491, 2,   2.000000,    0.077319, 1079594880.000000
RUVB1_MOUSE,    0.195376,  0.130474,  0.260279, 2,   2.000000,    0.032451, 5076862464.000000
RUXE_MOUSE,    0.107553,  0.046432,  0.168673, 1,   1.000000,    0.023777, 1499261440.000000
RUXG_MOUSE,    0.023135,  0.017778,  0.028493, 1,   1.000000,    0.002404, 4867250688.000000
S10A1_MOUSE,    0.463816,  0.212979,  0.714653, 1,   1.000000,    0.078819, 539371456.000000
S10AB_MOUSE,    0.137774,  0.111522,  0.164026, 1,   1.000000,    0.011782, 1258183168.000000
S14L2_MOUSE,    0.239129,  0.202830,  0.275428, 13,  24.000000,    0.018150, 97237049344.000000
S14L4_MOUSE,    0.201051,  0.163943,  0.238158, 8,  16.000000,    0.018554, 45893771264.000000
S2542_MOUSE,    0.176150,  0.108001,  0.244299, 2,   2.000000,    0.034074, 263778944.000000
S2545_MOUSE,    0.070708,  0.000000,  0.159169, 2,   2.000000,    0.044231, 92139760.000000
S27A2_MOUSE,    0.352643,  0.286780,  0.418506, 24,  32.000000,    0.032932, 140537348096.000000
S27A5_MOUSE,    0.415988,  0.332050,  0.499926, 18,  28.000000,    0.041969, 85100142592.000000
S35A3_MOUSE,    0.060507,  0.008943,  0.112071, 1,   1.000000,    0.018572, 710600064.000000
S35D1_MOUSE,    0.118989,  0.012316,  0.225662, 1,   1.000000,    0.041498, 409412672.000000
S38A3_MOUSE,    2.038714,  0.718614,  3.358814, 6,   7.000000,    0.660050, 8674502656.000000
S38A4_MOUSE,    0.197381,  0.012090,  0.382671, 1,   1.000000,    0.081909, 683481600.000000
S61A1_MOUSE,    0.170886,  0.106043,  0.235730, 5,   6.000000,    0.032422, 11114004480.000000
S6A12_MOUSE,    0.190416,  0.000000,  3.064405, 1,   1.000000,    0.153202, 530803904.000000
S6A13_MOUSE,    0.544101,  0.303373,  0.784830, 1,   1.000000,    0.093647, 305310368.000000
SAC1_MOUSE,    0.202558,  0.133520,  0.271596, 6,   7.000000,    0.034519, 4030889472.000000
SAFB1_MOUSE,    0.463459,  0.463459,  0.463459, 2,   2.000000,    0.000000, 585338816.000000
SAHH2_MOUSE,    1.044140,  0.920277,  1.168003, 2,   2.000000,    0.061931, 877061248.000000
SAHH_MOUSE,    0.216947,  0.183166,  0.250728, 37,  45.000000,    0.016891, 1165263241216.000000
SAM50_MOUSE,    0.075009,  0.056112,  0.093906, 6,  13.000000,    0.009449, 19141464064.000000
SAMH1_MOUSE,    0.109078,  0.076535,  0.141622, 4,   5.000000,    0.016272, 3829714432.000000
SAP_MOUSE,    0.294259,  0.242128,  0.346389, 8,  11.000000,    0.026065, 88775958528.000000
SAR1A_MOUSE,    0.241968,  0.150410,  0.333527, 3,   4.000000,    0.045779, 5603375616.000000
SAR1B_MOUSE,    0.297428,  0.238719,  0.356137, 4,   5.000000,    0.029355, 8903191552.000000
SARDH_MOUSE,    0.107296,  0.092226,  0.122367, 77,  85.000000,    0.007535, 676885561344.000000
SARNP_MOUSE,    0.195166,  0.059878,  0.330454, 2,   2.000000,    0.067644, 4223599360.000000
SBP1_MOUSE,    0.167387,  0.136329,  0.198446, 42,  55.000000,    0.015529, 639146786816.000000
SBP2_MOUSE,    0.225591,  0.159818,  0.291364, 3,   5.000000,    0.032887, 10177576960.000000
SC11A_MOUSE,    0.242520,  0.180204,  0.304837, 2,   2.000000,    0.031158, 2399829760.000000
SC16B_MOUSE,    0.960198,  0.000000,  5.883947, 1,   1.000000,    0.795006, 98044472.000000
SC22B_MOUSE,    0.347303,  0.000000,  0.716408, 3,   3.000000,    0.184552, 6964347904.000000
SC23A_MOUSE,    0.220801,  0.174513,  0.267088, 10,  16.000000,    0.023144, 30534203392.000000
SC23B_MOUSE,    0.127681,  0.093525,  0.161836, 3,   3.000000,    0.017078, 5368949760.000000
SC24A_MOUSE,    0.343638,  0.203336,  0.483940, 5,   7.000000,    0.070151, 8493174272.000000
SC31A_MOUSE,    0.214970,  0.164826,  0.265115, 14,  19.000000,    0.025072, 29955844096.000000
SC61B_MOUSE,    0.274126,  0.181759,  0.366492, 3,   3.000000,    0.046183, 8833783808.000000
SCFD1_MOUSE,    0.342788,  0.222972,  0.462604, 3,   5.000000,    0.059908, 6585454592.000000
SCLY_MOUSE,    0.274813,  0.202359,  0.347267, 4,   7.000000,    0.036227, 9673749504.000000
SCMC3_MOUSE,    0.822787,  0.539683,  1.105891, 2,   2.000000,    0.141552, 549947264.000000
SCP2_MOUSE,    0.499335,  0.396828,  0.601843, 24,  43.000000,    0.051254, 961583513600.000000
SCRB1_MOUSE,    0.251569,  0.208762,  0.294376, 2,   2.000000,    0.021403, 849549312.000000
SCRB2_MOUSE,    0.305543,  0.243528,  0.367558, 3,   6.000000,    0.031007, 7024781824.000000
SCRN2_MOUSE,    0.152052,  0.118322,  0.185782, 11,  15.000000,    0.016865, 11576454144.000000
SCRN3_MOUSE,    0.219469,  0.156008,  0.282929, 4,   5.000000,    0.031730, 3826844160.000000
SCYL2_MOUSE,    0.319462,  0.051334,  0.587589, 1,   1.000000,    0.116274, 201578592.000000
SDF2L_MOUSE,    0.322841,  0.264775,  0.380907, 3,   3.000000,    0.029033, 5827957248.000000
SDHA_MOUSE,    0.147561,  0.119645,  0.175476, 27,  42.000000,    0.013958, 233827401728.000000
SDHB_MOUSE,    0.120139,  0.097889,  0.142389, 15,  17.000000,    0.011125, 97289379840.000000
SDHL_MOUSE,    0.316530,  0.253163,  0.379897, 11,  12.000000,    0.031684, 38534254592.000000
SDSL_MOUSE,    0.162004,  0.000000,  4.915281, 1,   1.000000,    0.151941, 24850888.000000
SEC13_MOUSE,    0.198765,  0.150068,  0.247463, 4,   7.000000,    0.024349, 14797476864.000000
SEC63_MOUSE,    0.306512,  0.195021,  0.418004, 3,   5.000000,    0.055746, 2776232960.000000
SELB_MOUSE,    0.215779,  0.183956,  0.247602, 2,   6.000000,    0.015912, 4216400128.000000
SELO_MOUSE,    0.294575,  0.181425,  0.407724, 2,   4.000000,    0.056575, 966048256.000000
SELT_MOUSE,    0.270357,  0.000000,  1.164437, 1,   1.000000,    0.107985, 177406672.000000
SEP10_MOUSE,    0.051421,  0.000000,  3.102968, 1,   1.000000,    0.026748, 1605394432.000000
SEP11_MOUSE,    0.225914,  0.150321,  0.301507, 3,   3.000000,    0.037796, 860510080.000000
SEPT2_MOUSE,    0.180353,  0.121375,  0.239332, 4,   6.000000,    0.029489, 4995092992.000000
SEPT7_MOUSE,    0.129098,  0.101322,  0.156875, 4,   5.000000,    0.013888, 3913878016.000000
SEPT9_MOUSE,    0.145209,  0.084820,  0.205599, 3,   6.000000,    0.030195, 64786018304.000000
SET_MOUSE,    0.257848,  0.206596,  0.309100, 2,   2.000000,    0.025626, 1021727168.000000
SF01_MOUSE,    0.296693,  0.143794,  0.449593, 2,   2.000000,    0.076450, 259607632.000000
SF3A1_MOUSE,    1.113938,  0.805205,  1.422671, 2,   2.000000,    0.154367, 686467328.000000
SF3B1_MOUSE,    0.432054,  0.375502,  0.488607, 2,   2.000000,    0.028276, 208210112.000000
SF3B3_MOUSE,    0.992208,  0.911650,  1.072766, 3,   3.000000,    0.040279, 3571768064.000000
SFPQ_MOUSE,    0.216453,  0.161917,  0.270988, 5,   7.000000,    0.027268, 7112594432.000000
SFXN1_MOUSE,    0.115534,  0.098886,  0.132181, 8,   9.000000,    0.008324, 23237535744.000000
SFXN2_MOUSE,    0.078902,  0.018968,  0.138835, 1,   1.000000,    0.021587, 637138624.000000
SGMR1_MOUSE,    0.353523,  0.074546,  0.632499, 1,   1.000000,    0.087661, 36062416.000000
SGPL1_MOUSE,    0.271124,  0.182517,  0.359731, 3,   3.000000,    0.044303, 909313728.000000
SH3L1_MOUSE,    0.407404,  0.368784,  0.446024, 3,   3.000000,    0.019310, 4909264896.000000
SH3L2_MOUSE,    0.854088,  0.491182,  1.216993, 2,   2.000000,    0.181453, 769745664.000000
SH3L3_MOUSE,    0.183371,  0.085028,  0.281714, 1,   1.000000,    0.040191, 747822016.000000
SHPK_MOUSE,    0.258561,  0.183845,  0.333277, 4,   8.000000,    0.037358, 4789187584.000000
SIAE_MOUSE,    0.275036,  0.209894,  0.340178, 4,   4.000000,    0.032571, 1151636480.000000
SIAS_MOUSE,    0.068248,  0.051651,  0.084845, 2,   2.000000,    0.008299, 1205272832.000000
SIR2_MOUSE,    0.424500,  0.147528,  0.701471, 3,   3.000000,    0.138486, 791567744.000000
SIR3_MOUSE,    0.152201,  0.120204,  0.184198, 3,   3.000000,    0.015999, 585819392.000000
SIR5_MOUSE,    0.138804,  0.092652,  0.184956, 2,   2.000000,    0.023076, 657477824.000000
SKP1_MOUSE,    0.672323,  0.451860,  0.892787, 2,   2.000000,    0.110232, 578920448.000000
SLMAP_MOUSE,    0.773335,  0.000000,  4.318073, 1,   1.000000,    0.364433, 1457166976.000000
SMD1_MOUSE,    0.246835,  0.187965,  0.305705, 2,   2.000000,    0.029435, 1393350784.000000
SMD2_MOUSE,    0.126996,  0.034471,  0.219521, 2,   2.000000,    0.046262, 4925235200.000000
SMD3_MOUSE,    0.092865,  0.065067,  0.120663, 3,   4.000000,    0.013899, 37784240128.000000
SNAA_MOUSE,    0.610190,  0.397340,  0.823040, 4,   6.000000,    0.106425, 4133123328.000000
SND1_MOUSE,    0.191734,  0.154441,  0.229027, 24,  36.000000,    0.018647, 95556657152.000000
SNP23_MOUSE,    0.343816,  0.012422,  0.675210, 2,   2.000000,    0.165697, 63676312.000000
SNP47_MOUSE,    1.174138,  0.000000,  3.274837, 1,   1.000000,    1.076682, 90858784.000000
SNTB1_MOUSE,    0.287732,  0.163379,  0.412085, 1,   1.000000,    0.044789, 469566816.000000
SNX2_MOUSE,    0.147059,  0.104299,  0.189819, 4,   5.000000,    0.021380, 1386256000.000000
SNX5_MOUSE,    0.155664,  0.104378,  0.206950, 3,   6.000000,    0.025643, 2190805504.000000
SO1A1_MOUSE,    0.278149,  0.209889,  0.346408, 3,   5.000000,    0.034130, 11704119296.000000
SO1B2_MOUSE,    0.729147,  0.520111,  0.938184, 7,  10.000000,    0.104518, 18755528704.000000
SOAT2_MOUSE,    0.118449,  0.101964,  0.134934, 3,   3.000000,    0.008243, 3776936448.000000
SODC_MOUSE,    0.159823,  0.135819,  0.183828, 9,  11.000000,    0.012002, 891871625216.000000
SODM_MOUSE,    0.108094,  0.093041,  0.123147, 14,  17.000000,    0.007527, 86137257984.000000
SOX_MOUSE,    0.312059,  0.240587,  0.383532, 11,  17.000000,    0.035736, 70588145664.000000
SPA3K_MOUSE,    1.007796,  0.550511,  1.465080, 6,   8.000000,    0.228642, 16057283584.000000
SPB6_MOUSE,    0.132022,  0.074848,  0.189196, 4,   4.000000,    0.028587, 732316608.000000
spCASB_BOVIN,    0.025253,  0.000000,  3.616963, 1,   1.000000,    0.027347, 548858816.000000
SPCS2_MOUSE,    0.137331,  0.000000,  3.892607, 1,   1.000000,    0.087939, 607416768.000000
SPCS3_MOUSE,    0.229562,  0.000000,  2.496580, 1,   1.000000,    0.096094, 450431392.000000
SPEB_MOUSE,    0.106818,  0.091809,  0.121826, 7,  12.000000,    0.007504, 28095293440.000000
SPEE_MOUSE,    0.243846,  0.000000,  3.876221, 1,   1.000000,    0.172116, 1326328576.000000
spK1C10_HUMAN,    0.000002,  0.000000,  0.005378, 4,  19.000000,    0.002688, 34680766464.000000
spK1C9_HUMAN,    0.000001,  0.000000,  0.004800, 4,  12.000000,    0.002400, 31088607232.000000
spK22E_HUMAN,    0.000001,  0.000000,  0.005551, 4,  13.000000,    0.002775, 16825545728.000000
spK2C1_HUMAN,    0.000001,  0.000000,  0.004324, 7,  17.000000,    0.002162, 58292129792.000000
spMYG_HORSE,    0.000001,  0.000000,  0.005618, 3,   4.000000,    0.002809, 3574159872.000000
SPRE_MOUSE,    0.163026,  0.138984,  0.187068, 12,  17.000000,    0.012021, 69859483648.000000
SPS2_MOUSE,    0.218969,  0.169651,  0.268286, 9,  16.000000,    0.024659, 34833469440.000000
SPTB2_MOUSE,    0.258651,  0.193021,  0.324280, 4,  10.000000,    0.032815, 5268731392.000000
SPTN1_MOUSE,    0.145791,  0.116543,  0.175038, 29,  49.000000,    0.014624, 32134428672.000000
spTRYP_PIG,    0.000001,  0.000000,  0.004092, 4,  12.000000,    0.002045, 367089876992.000000
SPYA_MOUSE,    0.171617,  0.129437,  0.213797, 12,  14.000000,    0.021090, 49008566272.000000
SQOR_MOUSE,    0.635029,  0.416490,  0.853568, 4,  10.000000,    0.109270, 8199278080.000000
SRC8_MOUSE,    0.379433,  0.076085,  0.682780, 3,   3.000000,    0.151674, 2307582208.000000
SRP09_MOUSE,    0.479706,  0.000000,  4.280946, 1,   1.000000,    0.445421, 411434944.000000
SRP14_MOUSE,    0.197596,  0.078607,  0.316584, 1,   1.000000,    0.046289, 513981888.000000
SRP54_MOUSE,    0.348156,  0.322354,  0.373958, 2,   2.000000,    0.012901, 1976318592.000000
SRP68_MOUSE,    0.199804,  0.175893,  0.223715, 2,   4.000000,    0.011955, 5378237952.000000
SRPRA_MOUSE,    0.202065,  0.000000,  2.506416, 1,   1.000000,    0.096828, 262552720.000000
SRPRB_MOUSE,    0.205028,  0.158615,  0.251441, 4,   6.000000,    0.023206, 6427699200.000000
SRRM1_MOUSE,    0.172039,  0.000000,  1.255498, 1,   1.000000,    0.097835, 333593696.000000
SRRT_MOUSE,    0.189814,  0.130290,  0.249338, 2,   2.000000,    0.029762, 1587400832.000000
SRR_MOUSE,    0.073526,  0.000000,  5.469194, 1,   1.000000,    0.102275, 45530480.000000
SRS10_MOUSE,    0.345773,  0.249029,  0.442517, 1,   1.000000,    0.030399, 341706048.000000
SRSF1_MOUSE,    0.211162,  0.162866,  0.259458, 4,   6.000000,    0.024148, 13254650880.000000
SRSF2_MOUSE,    0.162187,  0.111145,  0.213229, 2,   2.000000,    0.025521, 2684205312.000000
SRSF3_MOUSE,    0.168039,  0.125945,  0.210133, 3,   3.000000,    0.021047, 7364683264.000000
SSBP_MOUSE,    0.099017,  0.088382,  0.109653, 2,   4.000000,    0.005318, 8905206784.000000
SSDH_MOUSE,    0.099530,  0.082317,  0.116743, 14,  25.000000,    0.008607, 70875766784.000000
SSRA_MOUSE,    0.133384,  0.109406,  0.157363, 5,   7.000000,    0.011989, 15950986240.000000
SSRD_MOUSE,    0.197289,  0.168133,  0.226446, 4,   4.000000,    0.014578, 18402099200.000000
SSRG_MOUSE,    0.351277,  0.210792,  0.491761, 1,   1.000000,    0.050599, 1168234624.000000
ST1A1_MOUSE,    0.262591,  0.212174,  0.313009, 9,  10.000000,    0.025209, 69727207424.000000
